Feature,Mean Absolute SHAP
categorical__r_case_number_14052731TC30A,0.0
categorical__r_case_number_14052956TC40A,0.0
categorical__r_case_number_14053053TC20A,0.0
categorical__r_case_number_14053639TC40A,0.0
categorical__r_case_number_14053678TC30A,0.0
categorical__r_case_number_14053818TC20A,0.0
categorical__r_case_number_14054085TC30A,0.0
categorical__r_case_number_14055230TC40A,0.0
categorical__r_case_number_14057265TC30A,0.0
categorical__r_case_number_14058273TC40A,0.0
categorical__r_case_number_14052588TC30A,0.0
categorical__r_case_number_14042225TC30A,0.0
categorical__r_case_number_14042548TC10A,0.0
categorical__r_case_number_14042752MU10A,0.0
categorical__r_case_number_14042970TC10A,0.0
categorical__r_case_number_14043173MU10A,0.0
categorical__r_case_number_14043861TC10A,0.0
categorical__r_case_number_14044073TC20A,0.0
categorical__r_case_number_14044078TC30A,0.0
categorical__r_case_number_14044450TC20A,0.0
categorical__r_case_number_14044638MU10A,0.0
categorical__r_case_number_14046590TC40A,0.0
categorical__r_case_number_14045445TC20A,0.0
categorical__r_case_number_14045583TC10A,0.0
categorical__r_case_number_14045605TC10A,0.0
categorical__r_case_number_14045617TC10A,0.0
categorical__r_case_number_14045663TC40A,0.0
categorical__r_case_number_14045932TC40A,0.0
categorical__r_case_number_14045945TC40A,0.0
categorical__r_case_number_14045966TC30A,0.0
categorical__r_case_number_14046347TC30A,0.0
categorical__r_case_number_14046546TC30A,0.0
categorical__r_case_number_14045320MU10A,0.0
categorical__r_case_number_14017714TC10A,0.0
categorical__r_case_number_14017883MM10A,0.0
categorical__r_case_number_14017897TC10A,0.0
categorical__r_case_number_14017898TC10A,0.0
categorical__r_case_number_14017909TC10A,0.0
categorical__r_case_number_14017920MM10A,0.0
categorical__r_case_number_14017939MM10A,0.0
categorical__r_case_number_14017951MM10A,0.0
categorical__r_case_number_14017959MM10A,0.0
categorical__r_case_number_14029458TC10A,0.0
categorical__r_case_number_14018078MM10A,0.0
categorical__r_case_number_14018095TC10A,0.0
categorical__r_case_number_14018115MM10A,0.0
categorical__r_case_number_14018144MM10A,0.0
categorical__r_case_number_14018163MM10A,0.0
categorical__r_case_number_14018201MM10A,0.0
categorical__r_case_number_14018210MM10A,0.0
categorical__r_case_number_14018223MO10A,0.0
categorical__r_case_number_14018546MU10A,0.0
categorical__r_case_number_14003906MM40A,0.0
categorical__r_case_number_14018073MM10A,0.0
categorical__r_case_number_14017084MM10A,0.0
categorical__r_case_number_14017095CF10A,0.0
categorical__r_case_number_14017107MM10A,0.0
categorical__r_case_number_14017148MM10A,0.0
categorical__r_case_number_14017154CF10A,0.0
categorical__r_case_number_14017164CF10A,0.0
categorical__r_case_number_14017192CF10A,0.0
categorical__r_case_number_14017212CF10A,0.0
categorical__r_case_number_14017217MM10A,0.0
categorical__r_case_number_14017658MO10A,0.0
categorical__r_case_number_14017255MM10A,0.0
categorical__r_case_number_14017258MM10A,0.0
categorical__r_case_number_14017262MM10A,0.0
categorical__r_case_number_14017279MM10A,0.0
categorical__r_case_number_14017393MM10A,0.0
categorical__r_case_number_14017397MM10A,0.0
categorical__r_case_number_14017412MM10A,0.0
categorical__r_case_number_14017501MM10A,0.0
categorical__r_case_number_14017550MM10A,0.0
categorical__r_case_number_14017556MM10A,0.0
categorical__r_case_number_14017228MM10A,0.0
categorical__r_case_number_14024391TC20A,0.0
categorical__r_case_number_14024720TC10A,0.0
categorical__r_case_number_14025151TC10A,0.0
categorical__r_case_number_14025176TC10A,0.0
categorical__r_case_number_14025354MU10A,0.0
categorical__r_case_number_14025652TC10A,0.0
categorical__r_case_number_14025687TC20A,0.0
categorical__r_case_number_14026033TC20A,0.0
categorical__r_case_number_14026277TC10A,0.0
categorical__r_case_number_14018960TC30A,0.0
categorical__r_case_number_14026951TC30A,0.0
categorical__r_case_number_14027296TC10A,0.0
categorical__r_case_number_14027518TC20A,0.0
categorical__r_case_number_14028483TC10A,0.0
categorical__r_case_number_14028595MU10A,0.0
categorical__r_case_number_14028596TC10A,0.0
categorical__r_case_number_14028599TC30A,0.0
categorical__r_case_number_14028645TC10A,0.0
categorical__r_case_number_14028850TC40A,0.0
categorical__r_case_number_14029234TC10A,0.0
categorical__r_case_number_14026291TC10A,0.0
categorical__r_case_number_14019338TC40A,0.0
categorical__r_case_number_14019677TC10A,0.0
categorical__r_case_number_14019915TC20A,0.0
categorical__r_case_number_14020066TC10A,0.0
categorical__r_case_number_14020723TC10A,0.0
categorical__r_case_number_14020954TC10A,0.0
categorical__r_case_number_14020961TC20A,0.0
categorical__r_case_number_14020966TC10A,0.0
categorical__r_case_number_14020971TC10A,0.0
categorical__r_case_number_14021030TC10A,0.0
categorical__r_case_number_14024216TC40A,0.0
categorical__r_case_number_14021626TC10A,0.0
categorical__r_case_number_14022064TC20A,0.0
categorical__r_case_number_14022773TC20A,0.0
categorical__r_case_number_14022957TC20A,0.0
categorical__r_case_number_14023192TC20A,0.0
categorical__r_case_number_14023342TC10A,0.0
categorical__r_case_number_14023470TC40A,0.0
categorical__r_case_number_14023689TC20A,0.0
categorical__r_case_number_14023774TC10A,0.0
categorical__r_case_number_14024174TC10A,0.0
categorical__r_case_number_14021382MU10A,0.0
categorical__r_case_number_15000454CF10A,0.0
categorical__r_case_number_15000485CF10A,0.0
categorical__r_case_number_15000490MM10A,0.0
categorical__r_case_number_15000495CF10A,0.0
categorical__r_case_number_15000536MM10A,0.0
categorical__r_case_number_15000555MM20A,0.0
categorical__r_case_number_15000565MM30A,0.0
categorical__r_case_number_15000567MM20A,0.0
categorical__r_case_number_15000583MM10A,0.0
categorical__r_case_number_14058359TC20A,0.0
categorical__r_case_number_15000596CF10A,0.0
categorical__r_case_number_15000602CF10A,0.0
categorical__r_case_number_15000613CF10A,0.0
categorical__r_case_number_15000626CF10A,0.0
categorical__r_case_number_15000635MM10A,0.0
categorical__r_case_number_15000662MM20A,0.0
categorical__r_case_number_15000662MM40A,0.0
categorical__r_case_number_15000667CF10A,0.0
categorical__r_case_number_15000669TC10A,0.0
categorical__r_case_number_15000677MM30A,0.0
categorical__r_case_number_15000593CF10A,0.0
categorical__r_case_number_15000287CF10A,0.0
categorical__r_case_number_15000289MM20A,0.0
categorical__r_case_number_15000294MM40A,0.0
categorical__r_case_number_15000312CF10A,0.0
categorical__r_case_number_15000314MM10A,0.0
categorical__r_case_number_15000317MM10A,0.0
categorical__r_case_number_15000319MM10A,0.0
categorical__r_case_number_15000322MM30A,0.0
categorical__r_case_number_15000331MM30A,0.0
categorical__r_case_number_15000453MM20A,0.0
categorical__r_case_number_15000359CF10A,0.0
categorical__r_case_number_15000359MM10A,0.0
categorical__r_case_number_15000362MM10A,0.0
categorical__r_case_number_15000369MM20A,0.0
categorical__r_case_number_15000397CF10A,0.0
categorical__r_case_number_15000407CF10A,0.0
categorical__r_case_number_15000418MM20A,0.0
categorical__r_case_number_15000420CF10A,0.0
categorical__r_case_number_15000436TC30A,0.0
categorical__r_case_number_15000440MM10A,0.0
categorical__r_case_number_15000335CF10A,0.0
categorical__r_case_number_15001016MM20A,0.0
categorical__r_case_number_15001019CF10A,0.0
categorical__r_case_number_15001028MM40A,0.0
categorical__r_case_number_15001039TC40A,0.0
categorical__r_case_number_15001088MM10A,0.0
categorical__r_case_number_15001138MM10A,0.0
categorical__r_case_number_15001163MM40A,0.0
categorical__r_case_number_15001180MM10A,0.0
categorical__r_case_number_15001191MM20A,0.0
categorical__r_case_number_15000686MM40A,0.0
categorical__r_case_number_15001199MM30A,0.0
categorical__r_case_number_15001200MM20A,0.0
categorical__r_case_number_15001201CF10A,0.0
categorical__r_case_number_15001201MO10A,0.0
categorical__r_case_number_15001260MM30A,0.0
categorical__r_case_number_15001275CF10A,0.0
categorical__r_case_number_15001275MM10A,0.0
categorical__r_case_number_15001282MM20A,0.0
categorical__r_case_number_15001292CF10A,0.0
categorical__r_case_number_15001298MM40A,0.0
categorical__r_case_number_15001198CF10A,0.0
categorical__r_case_number_15000692MM10A,0.0
categorical__r_case_number_15000717MM40A,0.0
categorical__r_case_number_15000722CF10A,0.0
categorical__r_case_number_15000773CF10A,0.0
categorical__r_case_number_15000796MM10A,0.0
categorical__r_case_number_15000813MM30A,0.0
categorical__r_case_number_15000828CF10A,0.0
categorical__r_case_number_15000830CF10A,0.0
categorical__r_case_number_15000836CF10A,0.0
categorical__r_case_number_15000864CF10A,0.0
categorical__r_case_number_15001013CF10A,0.0
categorical__r_case_number_15000891CF10A,0.0
categorical__r_case_number_15000894MM10A,0.0
categorical__r_case_number_15000900MM10A,0.0
categorical__r_case_number_15000909CF10A,0.0
categorical__r_case_number_15000912CF10A,0.0
categorical__r_case_number_15000931CF10A,0.0
categorical__r_case_number_15000945CF10A,0.0
categorical__r_case_number_15000954MM20A,0.0
categorical__r_case_number_15000996CF10A,0.0
categorical__r_case_number_15000998CF10A,0.0
categorical__r_case_number_15000870CF10A,0.0
categorical__r_case_number_14074373TC40A,0.0
categorical__r_case_number_14074377TC40A,0.0
categorical__r_case_number_14074516TC20A,0.0
categorical__r_case_number_14075171TC40A,0.0
categorical__r_case_number_14075727TC40A,0.0
categorical__r_case_number_14076163TC30A,0.0
categorical__r_case_number_14077252TC30A,0.0
categorical__r_case_number_14077767TC20A,0.0
categorical__r_case_number_14079313TC30A,0.0
categorical__r_case_number_15000284CF10A,0.0
categorical__r_case_number_14079658TC30A,0.0
categorical__r_case_number_14080267TC30A,0.0
categorical__r_case_number_14080845TC20A,0.0
categorical__r_case_number_14081187TC20A,0.0
categorical__r_case_number_14081792TC30A,0.0
categorical__r_case_number_14082899TC40A,0.0
categorical__r_case_number_14083273TC30A,0.0
categorical__r_case_number_14083327TC40A,0.0
categorical__r_case_number_14084283TC40A,0.0
categorical__r_case_number_14084371TC20A,0.0
categorical__r_case_number_14079316TC30A,0.0
categorical__r_case_number_14059679TC20A,0.0
categorical__r_case_number_14060125TC30A,0.0
categorical__r_case_number_14063481TC40A,0.0
categorical__r_case_number_14064363TC40A,0.0
categorical__r_case_number_14064655TC20A,0.0
categorical__r_case_number_14066428TC20A,0.0
categorical__r_case_number_14067085TC40A,0.0
categorical__r_case_number_14067545TC40A,0.0
categorical__r_case_number_14067890TC20A,0.0
categorical__r_case_number_14068249TC40A,0.0
categorical__r_case_number_14073509TC20A,0.0
categorical__r_case_number_14069099TC30A,0.0
categorical__r_case_number_14069325TC30A,0.0
categorical__r_case_number_14070864TC20A,0.0
categorical__r_case_number_14071119TC40A,0.0
categorical__r_case_number_14072201TC30A,0.0
categorical__r_case_number_14072299TC40A,0.0
categorical__r_case_number_14072995TC30A,0.0
categorical__r_case_number_14073058TC20A,0.0
categorical__r_case_number_14073481TC30A,0.0
categorical__r_case_number_14073493TC40A,0.0
categorical__r_case_number_14068881TC20A,0.0
categorical__r_case_number_15000096CF10A,0.0
categorical__r_case_number_15000099CF10A,0.0
categorical__r_case_number_15000105CF10A,0.0
categorical__r_case_number_15000109CF10A,0.0
categorical__r_case_number_15000114MM20A,0.0
categorical__r_case_number_15000118MM10A,0.0
categorical__r_case_number_15000122MM20A,0.0
categorical__r_case_number_15000126MM30A,0.0
categorical__r_case_number_15000140CF10A,0.0
categorical__r_case_number_14084373TC30A,0.0
categorical__r_case_number_15000148MM10A,0.0
categorical__r_case_number_15000176CF10A,0.0
categorical__r_case_number_15000207MM10A,0.0
categorical__r_case_number_15000209MM30A,0.0
categorical__r_case_number_15000217MM10A,0.0
categorical__r_case_number_15000238MM30A,0.0
categorical__r_case_number_15000242MM20A,0.0
categorical__r_case_number_15000247MM30A,0.0
categorical__r_case_number_15000261MM10A,0.0
categorical__r_case_number_15000266MM40A,0.0
categorical__r_case_number_15000144MM30A,0.0
categorical__r_case_number_14084473TC30A,0.0
categorical__r_case_number_14086152TC30A,0.0
categorical__r_case_number_14086476TC20A,0.0
categorical__r_case_number_14086991TC20A,0.0
categorical__r_case_number_14088029TC30A,0.0
categorical__r_case_number_14088049TC30A,0.0
categorical__r_case_number_14088580TC30A,0.0
categorical__r_case_number_14090929TC30A,0.0
categorical__r_case_number_14092364TC30A,0.0
categorical__r_case_number_14096127TC30A,0.0
categorical__r_case_number_15000095MM10A,0.0
categorical__r_case_number_14099063TC30A,0.0
categorical__r_case_number_14100546TC30A,0.0
categorical__r_case_number_14100610TC30A,0.0
categorical__r_case_number_14100611TC30A,0.0
categorical__r_case_number_15000014MM40A,0.0
categorical__r_case_number_15000038MM40A,0.0
categorical__r_case_number_15000050CF10A,0.0
categorical__r_case_number_15000051MM40A,0.0
categorical__r_case_number_15000064MM20A,0.0
categorical__r_case_number_15000064MM30A,0.0
categorical__r_case_number_14097534TC30A,0.0
categorical__c_charge_desc_Reckless Driving,0.0
categorical__c_charge_desc_Refuse Submit Blood/Breath Test,0.0
categorical__c_charge_desc_Resist Officer w/Violence,0.0
categorical__c_charge_desc_Resist/Obstruct W/O Violence,0.0
categorical__c_charge_desc_Restraining Order Dating Viol,0.0
categorical__c_charge_desc_Retail Theft $300 1st Offense,0.0
categorical__c_charge_desc_Retail Theft $300 2nd Offense,0.0
categorical__c_charge_desc_Ride Tri-Rail Without Paying,0.0
categorical__c_charge_desc_Robbery / No Weapon,0.0
categorical__r_case_number_14003333MM40A,0.0
categorical__c_charge_desc_Robbery Sudd Snatch No Weapon,0.0
categorical__c_charge_desc_Robbery W/Deadly Weapon,0.0
categorical__c_charge_desc_Sale/Del Cannabis At/Near Scho,0.0
categorical__c_charge_desc_Sale/Del Counterfeit Cont Subs,0.0
categorical__c_charge_desc_Sel Etc/Pos/w/Int Contrft Schd,0.0
categorical__c_charge_desc_Sel/Pur/Mfr/Del Control Substa,0.0
categorical__c_charge_desc_Sell Cannabis,0.0
categorical__c_charge_desc_Sell Conterfeit Cont Substance,0.0
categorical__c_charge_desc_Sell or Offer for Sale Counterfeit Goods,0.0
categorical__c_charge_desc_Sell/Man/Del Pos/w/int Heroin,0.0
categorical__c_charge_desc_Robbery / Weapon,0.0
categorical__c_charge_desc_Possession of Alcohol Under 21,0.0
categorical__c_charge_desc_Possession of Benzylpiperazine,0.0
categorical__c_charge_desc_Possession of Cannabis,0.0
categorical__c_charge_desc_Possession of Cocaine,0.0
categorical__c_charge_desc_Possession of Codeine,0.0
categorical__c_charge_desc_Possession of Ethylone,0.0
categorical__c_charge_desc_Possession of Hydrocodone,0.0
categorical__c_charge_desc_Possession of Hydromorphone,0.0
categorical__c_charge_desc_Possession of LSD,0.0
categorical__c_charge_desc_Possession of Methadone,0.0
categorical__c_charge_desc_Purchasing Of Alprazolam,0.0
categorical__c_charge_desc_Possession of Oxycodone,0.0
categorical__c_charge_desc_Possession of XLR11,0.0
categorical__c_charge_desc_Present Proof of Invalid Insur,0.0
categorical__c_charge_desc_Principal In The First Degree,0.0
categorical__c_charge_desc_Prostitution/Lewd Act Assignation,0.0
categorical__c_charge_desc_Prostitution/Lewdness/Assign,0.0
categorical__c_charge_desc_Prowling/Loitering,0.0
categorical__c_charge_desc_Purchase Cannabis,0.0
categorical__c_charge_desc_Purchase Of Cocaine,0.0
categorical__c_charge_desc_Purchase/P/W/Int Cannabis,0.0
categorical__c_charge_desc_Possession of Morphine,0.0
categorical__c_charge_desc_Threat Public Servant,0.0
categorical__c_charge_desc_Throw Deadly Missile Into Veh,0.0
categorical__c_charge_desc_Throw In Occupied Dwell,0.0
categorical__c_charge_desc_Throw Missile Into Pub/Priv Dw,0.0
categorical__c_charge_desc_Traff In Cocaine <400g>150 Kil,0.0
categorical__c_charge_desc_Traffic Counterfeit Cred Cards,0.0
categorical__c_charge_desc_Traffick Amphetamine 28g><200g,0.0
categorical__c_charge_desc_Traffick Hydrocodone   4g><14g,0.0
categorical__c_charge_desc_Traffick Oxycodone     4g><14g,0.0
categorical__c_charge_desc_Trans/Harm/Material to a Minor,0.0
categorical__c_charge_desc_Sex Batt Faml/Cust Vict 12-17Y,0.0
categorical__c_charge_desc_Trespass Other Struct/Conve,0.0
categorical__c_charge_desc_Trespass Private Property,0.0
categorical__c_charge_desc_Trespass Struct/Convey Occupy,0.0
categorical__c_charge_desc_Trespass Struct/Conveyance,0.0
categorical__c_charge_desc_Trespass Structure w/Dang Weap,0.0
categorical__c_charge_desc_Trespass Structure/Conveyance,0.0
categorical__c_charge_desc_Trespassing/Construction Site,0.0
categorical__c_charge_desc_Tresspass Struct/Conveyance,0.0
categorical__c_charge_desc_Unauth C/P/S Sounds>1000/Audio,0.0
categorical__c_charge_desc_Unauth Poss ID Card or DL,0.0
categorical__c_charge_desc_Trespass On School Grounds,0.0
categorical__c_charge_desc_Sex Offender Fail Comply W/Law,0.0
categorical__c_charge_desc_Sexual Battery / Vict 12 Yrs +,0.0
categorical__c_charge_desc_Shoot In Occupied Dwell,0.0
categorical__c_charge_desc_Shoot Into Vehicle,0.0
categorical__c_charge_desc_Simulation of Legal Process,0.0
categorical__c_charge_desc_Solic to Commit Battery,0.0
categorical__c_charge_desc_Solicit Deliver Cocaine,0.0
categorical__c_charge_desc_Solicit To Deliver Cocaine,0.0
categorical__c_charge_desc_Solicitation On Felony 3 Deg,0.0
categorical__c_charge_desc_Soliciting For Prostitution,0.0
categorical__c_charge_desc_Theft,0.0
categorical__c_charge_desc_Stalking,0.0
categorical__c_charge_desc_Stalking (Aggravated),0.0
categorical__c_charge_desc_Strong Armed  Robbery,0.0
categorical__c_charge_desc_Structuring Transactions,0.0
categorical__c_charge_desc_Susp Drivers Lic 1st Offense,0.0
categorical__c_charge_desc_Tamper With Victim,0.0
categorical__c_charge_desc_Tamper With Witness,0.0
categorical__c_charge_desc_Tamper With Witness/Victim/CI,0.0
categorical__c_charge_desc_Tampering With Physical Evidence,0.0
categorical__c_charge_desc_Tampering with a Victim,0.0
categorical__c_charge_desc_Sound Articles Over 100,0.0
categorical__c_charge_desc_Offn Against Intellectual Prop,0.0
categorical__c_charge_desc_Open Carrying Of Weapon,0.0
categorical__c_charge_desc_Oper Motorcycle W/O Valid DL,0.0
categorical__c_charge_desc_Operating W/O Valid License,0.0
categorical__c_charge_desc_Opert With Susp DL 2ND Offense,0.0
categorical__c_charge_desc_Opert With Susp DL 2nd Offens,0.0
categorical__c_charge_desc_PL/Unlaw Use Credit Card,0.0
categorical__c_charge_desc_Petit Theft,0.0
categorical__c_charge_desc_Petit Theft $100- $300,0.0
categorical__c_charge_desc_Pos Cannabis For Consideration,0.0
categorical__c_charge_desc_Possession Of Phentermine,0.0
categorical__c_charge_desc_Pos Methylenedioxymethcath W/I/D/S,0.0
"categorical__c_charge_desc_Poss 3,4 MDMA (Ecstasy)",0.0
categorical__c_charge_desc_Poss Alprazolam W/int Sell/Del,0.0
categorical__c_charge_desc_Poss Anti-Shoplifting Device,0.0
categorical__c_charge_desc_Poss Cntrft Contr Sub w/Intent,0.0
categorical__c_charge_desc_Poss Cocaine/Intent To Del/Sel,0.0
categorical__c_charge_desc_Poss Contr Subst W/o Prescript,0.0
categorical__c_charge_desc_Poss Counterfeit Payment Inst,0.0
categorical__c_charge_desc_Poss Drugs W/O A Prescription,0.0
categorical__c_charge_desc_Poss F/Arm Delinq,0.0
categorical__c_charge_desc_Pos Cannabis W/Intent Sel/Del,0.0
categorical__c_charge_desc_Lewd or Lascivious Molestation,0.0
categorical__c_charge_desc_Lewd/Lasc Battery Pers 12+/<16,0.0
categorical__c_charge_desc_Lewd/Lasc Exhib Presence <16yr,0.0
categorical__c_charge_desc_Lewd/Lasciv Molest Elder Persn,0.0
categorical__c_charge_desc_Lewdness Violation,0.0
categorical__c_charge_desc_License Suspended Revoked,0.0
categorical__c_charge_desc_Live on Earnings of Prostitute,0.0
categorical__c_charge_desc_Lve/Scen/Acc/Veh/Prop/Damage,0.0
categorical__c_charge_desc_Manslaughter W/Weapon/Firearm,0.0
categorical__c_charge_desc_Manufacture Cannabis,0.0
categorical__c_charge_desc_Offer Agree Secure/Lewd Act,0.0
categorical__c_charge_desc_Money Launder 100K or More Dols,0.0
categorical__c_charge_desc_Murder In 2nd Degree W/firearm,0.0
categorical__c_charge_desc_Murder in 2nd Degree,0.0
categorical__c_charge_desc_Murder in the First Degree,0.0
categorical__c_charge_desc_Neglect Child / Bodily Harm,0.0
categorical__c_charge_desc_Neglect Child / No Bodily Harm,0.0
categorical__c_charge_desc_Obstruct Fire Equipment,0.0
categorical__c_charge_desc_Obstruct Officer W/Violence,0.0
categorical__c_charge_desc_Obtain Control Substance By Fraud,0.0
categorical__c_charge_desc_Offer Agree Secure For Lewd Act,0.0
categorical__c_charge_desc_Misuse Of 911 Or E911 System,0.0
categorical__c_charge_desc_Possess Controlled Substance,0.0
categorical__c_charge_desc_Possess Drug Paraphernalia,0.0
categorical__c_charge_desc_Possess Tobacco Product Under 18,0.0
categorical__c_charge_desc_Possess Weapon On School Prop,0.0
categorical__c_charge_desc_Possess w/I/Utter Forged Bills,0.0
categorical__c_charge_desc_Possession Burglary Tools,0.0
categorical__c_charge_desc_Possession Child Pornography,0.0
categorical__c_charge_desc_Possession Firearm School Prop,0.0
"categorical__c_charge_desc_Possession Of 3,4Methylenediox",0.0
categorical__c_charge_desc_Possession Of Alprazolam,0.0
categorical__c_charge_desc_Poss Firearm W/Altered ID#,0.0
categorical__c_charge_desc_Possession Of Anabolic Steroid,0.0
categorical__c_charge_desc_Possession Of Buprenorphine,0.0
categorical__c_charge_desc_Possession Of Carisoprodol,0.0
categorical__c_charge_desc_Possession Of Clonazepam,0.0
categorical__c_charge_desc_Possession Of Cocaine,0.0
categorical__c_charge_desc_Possession Of Diazepam,0.0
categorical__c_charge_desc_Possession Of Fentanyl,0.0
categorical__c_charge_desc_Possession Of Heroin,0.0
categorical__c_charge_desc_Possession Of Lorazepam,0.0
categorical__c_charge_desc_Possession Of Methamphetamine,0.0
categorical__c_charge_desc_Possession Of Amphetamine,0.0
categorical__c_charge_desc_Poss Meth/Diox/Meth/Amp (MDMA),0.0
"categorical__c_charge_desc_Poss Of 1,4-Butanediol",0.0
categorical__c_charge_desc_Poss Of Controlled Substance,0.0
categorical__c_charge_desc_Poss Of RX Without RX,0.0
categorical__c_charge_desc_Poss Oxycodone W/Int/Sell/Del,0.0
categorical__c_charge_desc_Poss Pyrrolidinovalerophenone,0.0
categorical__c_charge_desc_Poss Similitude of Drivers Lic,0.0
categorical__c_charge_desc_Poss Tetrahydrocannabinols,0.0
categorical__c_charge_desc_Poss Unlaw Issue Driver Licenc,0.0
categorical__c_charge_desc_Poss Unlaw Issue Id,0.0
categorical__c_charge_desc_Possess Cannabis/20 Grams Or Less,0.0
categorical__c_charge_desc_Poss of Cocaine W/I/D/S 1000FT Park,0.0
categorical__c_charge_desc_Poss of Firearm by Convic Felo,0.0
categorical__c_charge_desc_Poss of Methylethcathinone,0.0
categorical__c_charge_desc_Poss of Vessel w/Altered ID NO,0.0
categorical__c_charge_desc_Poss/Sell/Del/Man Amobarbital,0.0
categorical__c_charge_desc_Poss/Sell/Deliver Clonazepam,0.0
categorical__c_charge_desc_Poss/pur/sell/deliver Cocaine,0.0
"categorical__c_charge_desc_Poss3,4 Methylenedioxymethcath",0.0
categorical__c_charge_desc_Posses/Disply Susp/Revk/Frd DL,0.0
categorical__c_charge_desc_Possess Cannabis 1000FTSch,0.0
categorical__c_charge_desc_Poss Wep Conv Felon,0.0
categorical__r_case_number_13005797CF10A,0.0
categorical__r_case_number_13005810CF10A,0.0
categorical__r_case_number_13005814CF10A,0.0
categorical__r_case_number_13005835CF10A,0.0
categorical__r_case_number_13005843MO10A,0.0
categorical__r_case_number_13005848MM10A,0.0
categorical__r_case_number_13005853CF10A,0.0
categorical__r_case_number_13005901CF10A,0.0
categorical__r_case_number_13005926CF10A,0.0
categorical__r_case_number_13005940CF10A,0.0
categorical__c_charge_desc_Unauthorized Interf w/Railroad,0.0
categorical__r_case_number_13005979CF10A,0.0
categorical__r_case_number_13006046MM10A,0.0
categorical__r_case_number_13006154CF10A,0.0
categorical__r_case_number_13006158CF10A,0.0
categorical__r_case_number_13006170CF10A,0.0
categorical__r_case_number_13006172CF10A,0.0
categorical__r_case_number_13006180MO10A,0.0
categorical__r_case_number_13006197CF10A,0.0
categorical__r_case_number_13006238CF10A,0.0
categorical__r_case_number_13006243CF10A,0.0
categorical__r_case_number_13005952CF10A,0.0
categorical__r_case_number_13005077CF10A,0.0
categorical__r_case_number_13005139MM10A,0.0
categorical__r_case_number_13005155CF10A,0.0
categorical__r_case_number_13005201MM10A,0.0
categorical__r_case_number_13005242CF10A,0.0
categorical__r_case_number_13005251CF10A,0.0
categorical__r_case_number_13005285CF10A,0.0
categorical__r_case_number_13005289CF10A,0.0
categorical__r_case_number_13005328CF10A,0.0
categorical__r_case_number_13005340CF10A,0.0
categorical__r_case_number_13005738CF10A,0.0
categorical__r_case_number_13005438MM10A,0.0
categorical__r_case_number_13005448MM10A,0.0
categorical__r_case_number_13005488CF10A,0.0
categorical__r_case_number_13005513CF10A,0.0
categorical__r_case_number_13005516CF10A,0.0
categorical__r_case_number_13005547CF10A,0.0
categorical__r_case_number_13005549CF10A,0.0
categorical__r_case_number_13005636CF10A,0.0
categorical__r_case_number_13005675MM10A,0.0
categorical__r_case_number_13005721CF10A,0.0
categorical__r_case_number_13005404CF10A,0.0
categorical__r_case_number_13007175MM10A,0.0
categorical__r_case_number_13007188MM10A,0.0
categorical__r_case_number_13007257CF10A,0.0
categorical__r_case_number_13007421CF10A,0.0
categorical__r_case_number_13007610CF10A,0.0
categorical__r_case_number_13007620MM10A,0.0
categorical__r_case_number_13007664MM10A,0.0
categorical__r_case_number_13007689CF10A,0.0
categorical__r_case_number_13007804CF10A,0.0
categorical__r_case_number_13007834CF10A,0.0
categorical__r_case_number_13006256CF10A,0.0
categorical__r_case_number_13007870MM10A,0.0
categorical__r_case_number_13007930CF10A,0.0
categorical__r_case_number_13007934CF10A,0.0
categorical__r_case_number_13008037MM10A,0.0
categorical__r_case_number_13008049MM10A,0.0
categorical__r_case_number_13008051MM10A,0.0
categorical__r_case_number_13008082CF10A,0.0
categorical__r_case_number_13008137CF10A,0.0
categorical__r_case_number_13008151CF10A,0.0
categorical__r_case_number_13008214CF10A,0.0
categorical__r_case_number_13007869CF10A,0.0
categorical__r_case_number_13006330CF10A,0.0
categorical__r_case_number_13006351CF10A,0.0
categorical__r_case_number_13006375CF10A,0.0
categorical__r_case_number_13006385CF10A,0.0
categorical__r_case_number_13006422CF10A,0.0
categorical__r_case_number_13006450CF10A,0.0
categorical__r_case_number_13006457CF10A,0.0
categorical__r_case_number_13006469CF10A,0.0
categorical__r_case_number_13006568CF10A,0.0
categorical__r_case_number_13006642CF10A,0.0
categorical__r_case_number_13007144MM10A,0.0
categorical__r_case_number_13006811CF10A,0.0
categorical__r_case_number_13006826CF10A,0.0
categorical__r_case_number_13006847MM10A,0.0
categorical__r_case_number_13006885CF10A,0.0
categorical__r_case_number_13006894MM10A,0.0
categorical__r_case_number_13006942CF10A,0.0
categorical__r_case_number_13006951MM10A,0.0
categorical__r_case_number_13006964MM10A,0.0
categorical__r_case_number_13007031MO10A,0.0
categorical__r_case_number_13007122CF10A,0.0
categorical__r_case_number_13006763CF10A,0.0
categorical__r_case_number_13000445MM20A,0.0
categorical__r_case_number_13000677MM20A,0.0
categorical__r_case_number_13000758MM30A,0.0
categorical__r_case_number_13000785MM30A,0.0
categorical__r_case_number_13001020CF10A,0.0
categorical__r_case_number_13001102CF10A,0.0
categorical__r_case_number_13001156MM20A,0.0
categorical__r_case_number_13001166MM30A,0.0
categorical__r_case_number_13001383CF10A,0.0
categorical__r_case_number_13001415MM20A,0.0
categorical__r_case_number_13004944CF10A,0.0
categorical__r_case_number_13001580MM30A,0.0
categorical__r_case_number_13001871MM10A,0.0
categorical__r_case_number_13001876CF10A,0.0
categorical__r_case_number_13001881CF10A,0.0
